He/H,C/H,O/H,Mg/H,Si/H,S/H,Fe/H,N/H
0.085,0.0003630780547701018,0.0005888436553555884,3.5481338923357534e-05,3.8904514499428046e-05,1.445439770745928e-05,3.1622776601683795e-05,9.549925860214369e-05
