mass,logt,lum
0.04,6.56921,-1.938
0.04,6.577805,-1.939
0.04,6.585988,-1.941
0.04,6.593785,-1.943
0.04,6.601223,-1.945
0.04,6.608323,-1.947
0.04,6.615107,-1.948
0.04,6.621594,-1.95
0.04,6.627803,-1.952
0.04,6.633749,-1.954
0.04,6.639448,-1.956
0.04,6.644914,-1.958
0.04,6.650159,-1.959
0.04,6.655196,-1.961
0.04,6.660037,-1.963
0.04,6.664691,-1.965
0.04,6.669167,-1.966
0.04,6.673476,-1.968
0.04,6.677625,-1.97
0.04,6.681623,-1.972
0.04,6.685477,-1.973
0.04,6.689194,-1.975
0.04,6.692781,-1.977
0.04,6.696243,-1.978
0.04,6.699586,-1.98
0.04,6.702816,-1.982
0.04,6.705939,-1.983
0.04,6.708959,-1.985
0.04,6.71188,-1.987
0.04,6.720095,-1.992
0.04,6.729909,-1.998
0.04,6.740628,-2.006
0.04,6.749926,-2.013
0.04,6.75956,-2.022
0.04,6.769117,-2.031
0.04,6.779346,-2.042
0.04,6.789513,-2.054
0.04,6.799165,-2.067
0.04,6.809148,-2.082
0.04,6.819179,-2.097
0.04,6.829023,-2.113
0.04,6.840851,-2.131
0.04,6.849609,-2.144
0.04,6.862024,-2.163
0.04,6.871578,-2.177
0.04,6.881344,-2.191
0.04,6.891326,-2.204
0.04,6.901529,-2.218
0.04,6.911957,-2.232
0.04,6.91904,-2.242
0.04,6.929871,-2.257
0.04,6.940951,-2.272
0.04,6.952277,-2.286
0.04,6.959968,-2.296
0.04,6.971711,-2.311
0.04,6.97968,-2.321
0.04,6.991843,-2.336
0.04,7.000096,-2.346
0.04,7.01269,-2.361
0.04,7.021235,-2.371
0.04,7.029895,-2.382
0.04,7.043103,-2.397
0.04,7.052047,-2.407
0.04,7.061109,-2.418
0.04,7.070278,-2.428
0.04,7.079557,-2.439
0.04,7.093681,-2.454
0.04,7.103229,-2.465
0.04,7.11288,-2.476
0.04,7.122638,-2.487
0.04,7.132506,-2.497
0.04,7.142483,-2.508
0.04,7.15257,-2.519
0.04,7.162767,-2.531
0.04,7.173084,-2.542
0.04,7.18352,-2.553
0.04,7.194078,-2.565
0.04,7.199404,-2.571
0.04,7.210153,-2.582
0.04,7.221031,-2.594
0.04,7.232045,-2.606
0.04,7.243184,-2.617
0.04,7.254287,-2.627
0.04,7.259952,-2.633
0.04,7.271363,-2.644
0.04,7.28288,-2.655
0.04,7.294499,-2.666
0.04,7.300343,-2.671
0.04,7.312099,-2.682
0.04,7.323941,-2.693
0.04,7.329894,-2.699
0.04,7.341858,-2.71
0.04,7.353899,-2.721
0.04,7.359947,-2.726
0.04,7.372096,-2.737
0.04,7.38431,-2.748
0.04,7.390442,-2.754
0.04,7.402753,-2.765
0.04,7.415125,-2.776
0.04,7.421334,-2.782
0.04,7.433802,-2.793
0.04,7.44006,-2.798
0.04,7.452625,-2.81
0.04,7.465252,-2.821
0.04,7.471589,-2.827
0.04,7.484314,-2.838
0.04,7.490704,-2.844
0.04,7.503536,-2.855
0.04,7.509979,-2.861
0.04,7.522913,-2.872
0.04,7.529406,-2.878
0.04,7.542444,-2.89
0.04,7.54899,-2.896
0.04,7.562132,-2.907
0.04,7.575341,-2.919
0.04,7.581975,-2.926
0.04,7.59532,-2.939
0.04,7.602032,-2.946
0.04,7.615534,-2.959
0.04,7.622323,-2.966
0.04,7.629137,-2.973
0.04,7.642827,-2.987
0.04,7.649697,-2.993
0.04,7.663495,-3.007
0.04,7.670417,-3.014
0.04,7.684317,-3.028
0.04,7.691298,-3.035
0.04,7.705315,-3.049
0.04,7.712359,-3.057
0.04,7.719423,-3.064
0.04,7.733623,-3.078
0.04,7.740757,-3.085
0.04,7.754998,-3.1
0.04,7.762213,-3.108
0.04,7.769462,-3.115
0.04,7.784052,-3.13
0.04,7.791397,-3.138
0.04,7.806189,-3.153
0.04,7.813638,-3.161
0.04,7.821128,-3.169
0.04,7.83621,-3.184
0.04,7.843811,-3.192
0.04,7.851454,-3.2
0.04,7.859133,-3.208
0.04,7.874626,-3.225
0.04,7.882438,-3.233
0.04,7.890291,-3.241
0.04,7.90613,-3.257
0.04,7.914097,-3.265
0.04,7.922086,-3.273
0.04,7.930094,-3.282
0.04,7.946176,-3.299
0.04,7.954252,-3.307
0.04,7.962353,-3.316
0.04,7.970481,-3.325
0.04,7.986825,-3.343
0.04,7.995043,-3.352
0.04,8.003297,-3.361
0.04,8.011583,-3.37
0.04,8.019905,-3.38
0.04,8.036737,-3.403
0.04,8.045264,-3.415
0.04,8.053854,-3.426
0.04,8.062507,-3.438
0.04,8.071186,-3.449
0.04,8.079879,-3.461
0.04,8.097316,-3.484
0.04,8.106058,-3.496
0.04,8.114801,-3.507
0.04,8.123551,-3.519
0.04,8.132321,-3.531
0.04,8.141111,-3.543
0.04,8.149924,-3.555
0.04,8.16763,-3.579
0.04,8.176525,-3.591
0.04,8.185454,-3.603
0.04,8.194412,-3.615
0.04,8.203403,-3.628
0.04,8.21243,-3.641
0.04,8.221495,-3.653
0.04,8.230597,-3.666
0.04,8.239737,-3.679
0.04,8.258113,-3.705
0.04,8.267348,-3.718
0.04,8.27662,-3.734
0.04,8.285989,-3.751
0.04,8.29544,-3.767
0.04,8.304973,-3.783
0.04,8.314588,-3.8
0.04,8.324278,-3.817
0.04,8.334047,-3.836
0.04,8.343944,-3.858
0.04,8.354047,-3.881
0.04,8.364354,-3.904
0.04,8.374871,-3.927
0.04,8.385603,-3.945
0.04,8.396426,-3.96
0.04,8.407262,-3.975
0.04,8.418096,-3.99
0.04,8.428926,-4.006
0.04,8.439759,-4.021
0.04,8.450591,-4.036
0.04,8.461434,-4.052
0.04,8.472299,-4.072
0.04,8.483372,-4.093
0.04,8.494611,-4.114
0.04,8.506008,-4.135
0.04,8.517571,-4.156
0.04,8.529298,-4.177
0.04,8.541185,-4.198
0.04,8.553215,-4.218
0.04,8.565418,-4.24
0.04,8.577809,-4.261
0.04,8.590399,-4.283
0.04,8.603201,-4.305
0.04,8.616217,-4.328
0.04,8.629458,-4.35
0.04,8.642962,-4.374
0.04,8.656734,-4.397
0.04,8.670759,-4.42
0.04,8.685036,-4.437
0.04,8.699459,-4.449
0.04,8.713845,-4.461
0.04,8.728121,-4.473
0.04,8.742286,-4.484
0.04,8.75633,-4.496
0.04,8.770258,-4.508
0.04,8.784079,-4.519
0.04,8.797792,-4.531
0.04,8.811401,-4.543
0.04,8.824901,-4.554
0.04,8.838277,-4.566
0.04,8.851534,-4.577
0.05,5.694123,-1.481
0.05,5.701153,-1.484
0.05,5.715181,-1.492
0.05,5.72218,-1.496
0.05,5.729166,-1.499
0.05,5.743112,-1.507
0.05,5.750072,-1.51
0.05,5.763959,-1.518
0.05,5.770892,-1.521
0.05,5.784735,-1.529
0.05,5.791644,-1.532
0.05,5.80545,-1.54
0.05,5.812348,-1.543
0.05,5.819246,-1.547
0.05,5.833031,-1.554
0.05,5.839923,-1.557
0.05,5.853713,-1.565
0.05,5.860616,-1.568
0.05,5.874457,-1.576
0.05,5.881397,-1.579
0.05,5.895335,-1.587
0.05,5.902341,-1.59
0.05,5.909378,-1.594
0.05,5.923548,-1.601
0.05,5.930691,-1.604
0.05,5.945132,-1.612
0.05,5.95246,-1.616
0.05,5.959887,-1.621
0.05,5.975064,-1.63
0.05,5.982843,-1.634
0.05,5.990776,-1.638
0.05,6.007176,-1.647
0.05,6.015703,-1.652
0.05,6.024482,-1.656
0.05,6.033556,-1.66
0.05,6.042969,-1.664
0.05,6.05279,-1.669
0.05,6.063074,-1.673
0.05,6.073927,-1.677
0.05,6.084862,-1.681
0.05,6.095675,-1.685
0.05,6.106358,-1.688
0.05,6.116906,-1.691
0.05,6.127312,-1.694
0.05,6.137576,-1.696
0.05,6.147689,-1.699
0.05,6.157653,-1.701
0.05,6.167465,-1.703
0.05,6.177127,-1.704
0.05,6.188445,-1.706
0.05,6.201646,-1.708
0.05,6.216976,-1.711
0.05,6.234684,-1.713
0.05,6.255026,-1.715
0.05,6.277689,-1.717
0.05,6.298399,-1.719
0.05,6.317466,-1.721
0.05,6.335127,-1.723
0.05,6.351559,-1.725
0.05,6.366903,-1.727
0.05,6.381274,-1.729
0.05,6.39477,-1.731
0.05,6.407474,-1.732
0.05,6.419457,-1.734
0.05,6.430778,-1.736
0.05,6.441492,-1.737
0.05,6.451648,-1.739
0.05,6.461287,-1.741
0.05,6.470447,-1.743
0.05,6.479162,-1.744
0.05,6.487462,-1.746
0.05,6.495376,-1.748
0.05,6.502929,-1.749
0.05,6.510145,-1.751
0.05,6.517044,-1.753
0.05,6.523644,-1.754
0.05,6.529964,-1.756
0.05,6.536022,-1.758
0.05,6.54183,-1.759
0.05,6.547403,-1.761
0.05,6.552756,-1.762
0.05,6.557898,-1.764
0.05,6.562841,-1.766
0.05,6.567597,-1.767
0.05,6.572173,-1.769
0.05,6.576581,-1.77
0.05,6.580827,-1.772
0.05,6.58492,-1.774
0.05,6.588868,-1.775
0.05,6.592676,-1.777
0.05,6.596353,-1.778
0.05,6.599904,-1.78
0.05,6.609856,-1.784
0.05,6.621679,-1.79
0.05,6.629609,-1.795
0.05,6.639116,-1.8
0.05,6.64954,-1.807
0.05,6.660292,-1.815
0.05,6.669494,-1.823
0.05,6.679863,-1.832
0.05,6.689526,-1.842
0.05,6.699193,-1.854
0.05,6.709057,-1.866
0.05,6.719004,-1.88
0.05,6.729194,-1.896
0.05,6.739259,-1.911
0.05,6.749793,-1.927
0.05,6.761209,-1.945
0.05,6.770343,-1.958
0.05,6.779669,-1.972
0.05,6.789197,-1.985
0.05,6.802236,-2.003
0.05,6.812282,-2.017
0.05,6.819111,-2.026
0.05,6.829557,-2.039
0.05,6.840247,-2.053
0.05,6.85118,-2.066
0.05,6.862351,-2.08
0.05,6.869932,-2.088
0.05,6.881511,-2.103
0.05,6.889372,-2.112
0.05,6.901373,-2.126
0.05,6.909507,-2.136
0.05,6.921904,-2.15
0.05,6.930295,-2.159
0.05,6.94307,-2.173
0.05,6.951709,-2.183
0.05,6.960445,-2.192
0.05,6.969276,-2.202
0.05,6.982699,-2.216
0.05,6.991766,-2.225
0.05,7.000924,-2.235
0.05,7.010177,-2.244
0.05,7.019519,-2.254
0.05,7.033705,-2.268
0.05,7.043276,-2.278
0.05,7.052936,-2.287
0.05,7.062683,-2.297
0.05,7.072515,-2.307
0.05,7.082423,-2.316
0.05,7.092429,-2.326
0.05,7.102519,-2.335
0.05,7.112695,-2.345
0.05,7.122959,-2.355
0.05,7.133315,-2.364
0.05,7.143758,-2.374
0.05,7.149013,-2.379
0.05,7.159585,-2.389
0.05,7.170244,-2.398
0.05,7.180983,-2.408
0.05,7.191803,-2.418
0.05,7.202704,-2.428
0.05,7.213677,-2.438
0.05,7.219191,-2.442
0.05,7.230273,-2.452
0.05,7.241424,-2.462
0.05,7.252644,-2.472
0.05,7.263932,-2.482
0.05,7.269602,-2.487
0.05,7.280992,-2.497
0.05,7.292453,-2.507
0.05,7.303986,-2.517
0.05,7.309777,-2.522
0.05,7.321414,-2.532
0.05,7.333127,-2.542
0.05,7.33901,-2.547
0.05,7.350835,-2.558
0.05,7.362735,-2.568
0.05,7.374715,-2.578
0.05,7.380736,-2.584
0.05,7.39286,-2.595
0.05,7.405095,-2.607
0.05,7.411258,-2.613
0.05,7.42367,-2.625
0.05,7.429922,-2.631
0.05,7.442521,-2.644
0.05,7.455258,-2.656
0.05,7.46168,-2.663
0.05,7.474627,-2.676
0.05,7.481149,-2.682
0.05,7.494283,-2.695
0.05,7.500892,-2.701
0.05,7.514189,-2.714
0.05,7.520875,-2.721
0.05,7.534322,-2.734
0.05,7.54108,-2.74
0.05,7.554667,-2.753
0.05,7.561495,-2.76
0.05,7.575216,-2.773
0.05,7.582108,-2.779
0.05,7.589022,-2.786
0.05,7.602913,-2.798
0.05,7.609879,-2.803
0.05,7.623826,-2.815
0.05,7.630807,-2.82
0.05,7.644784,-2.831
0.05,7.651781,-2.837
0.05,7.665793,-2.848
0.05,7.672809,-2.854
0.05,7.679831,-2.86
0.05,7.693901,-2.871
0.05,7.700948,-2.877
0.05,7.715069,-2.888
0.05,7.722143,-2.894
0.05,7.729228,-2.9
0.05,7.743425,-2.912
0.05,7.750538,-2.918
0.05,7.764792,-2.93
0.05,7.771932,-2.936
0.05,7.779083,-2.942
0.05,7.79341,-2.954
0.05,7.800588,-2.96
0.05,7.814963,-2.972
0.05,7.82215,-2.978
0.05,7.829337,-2.984
0.05,7.843534,-2.997
0.05,7.850725,-3.003
0.05,7.86511,-3.016
0.05,7.872311,-3.022
0.05,7.879514,-3.029
0.05,7.893929,-3.042
0.05,7.90116,-3.049
0.05,7.915665,-3.063
0.05,7.922945,-3.07
0.05,7.930244,-3.078
0.05,7.944899,-3.092
0.05,7.952259,-3.099
0.05,7.959639,-3.106
0.05,7.974475,-3.121
0.05,7.981929,-3.128
0.05,7.989412,-3.136
0.05,8.004455,-3.151
0.05,8.012023,-3.158
0.05,8.019615,-3.166
0.05,8.034897,-3.181
0.05,8.042591,-3.189
0.05,8.050314,-3.197
0.05,8.065878,-3.213
0.05,8.073715,-3.221
0.05,8.081589,-3.229
0.05,8.089506,-3.237
0.05,8.105476,-3.254
0.05,8.113509,-3.262
0.05,8.12157,-3.271
0.05,8.129671,-3.279
0.05,8.145948,-3.297
0.05,8.154126,-3.305
0.05,8.162334,-3.314
0.05,8.17057,-3.323
0.05,8.187131,-3.342
0.05,8.195462,-3.351
0.05,8.203832,-3.361
0.05,8.212238,-3.37
0.05,8.220689,-3.38
0.05,8.22918,-3.39
0.05,8.246299,-3.41
0.05,8.254927,-3.42
0.05,8.263608,-3.43
0.05,8.272032,-3.44
0.05,8.280799,-3.451
0.05,8.289591,-3.462
0.05,8.307139,-3.483
0.05,8.315912,-3.494
0.05,8.324684,-3.504
0.05,8.333484,-3.515
0.05,8.342281,-3.525
0.05,8.351079,-3.536
0.05,8.359873,-3.546
0.05,8.377474,-3.568
0.05,8.386283,-3.58
0.05,8.395124,-3.592
0.05,8.403997,-3.604
0.05,8.4129,-3.617
0.05,8.421842,-3.629
0.05,8.430821,-3.642
0.05,8.439833,-3.654
0.05,8.457955,-3.68
0.05,8.467057,-3.692
0.05,8.476182,-3.705
0.05,8.485324,-3.717
0.05,8.494477,-3.73
0.05,8.503634,-3.742
0.05,8.512792,-3.755
0.05,8.52195,-3.767
0.05,8.531107,-3.78
0.05,8.540257,-3.795
0.05,8.54944,-3.815
0.05,8.568199,-3.856
0.05,8.577806,-3.878
0.05,8.587579,-3.902
0.05,8.597596,-3.929
0.05,8.60796,-3.957
0.05,8.618649,-3.986
0.05,8.629683,-4.005
0.05,8.640858,-4.021
0.05,8.652055,-4.036
0.05,8.663254,-4.052
0.05,8.67447,-4.067
0.05,8.685707,-4.083
0.05,8.696979,-4.099
0.05,8.708293,-4.116
0.05,8.719684,-4.139
0.05,8.731374,-4.162
0.05,8.743317,-4.186
0.05,8.755517,-4.21
0.05,8.767988,-4.233
0.05,8.780727,-4.251
0.05,8.79364,-4.269
0.05,8.806646,-4.287
0.05,8.819751,-4.305
0.05,8.832969,-4.324
0.05,8.846303,-4.342
0.05,8.859754,-4.36
0.05,8.873318,-4.379
0.05,8.887062,-4.398
0.05,8.900933,-4.417
0.05,8.914939,-4.436
0.05,8.929073,-4.455
0.05,8.943326,-4.474
0.05,8.957691,-4.494
0.05,8.972172,-4.504
0.05,8.986602,-4.513
0.05,9.000569,-4.523
0.05,9.0141,-4.532
0.05,9.027223,-4.541
0.05,9.039957,-4.55
0.05,9.052332,-4.558
0.05,9.064364,-4.567
0.05,9.076072,-4.575
0.05,9.087473,-4.584
0.05,9.098581,-4.592
0.05,9.10941,-4.6
0.05,9.119978,-4.608
0.05,9.130295,-4.616
0.05,9.140373,-4.624
0.05,9.150222,-4.632
0.05,9.15985,-4.64
0.05,9.169272,-4.647
0.05,9.178493,-4.655
0.06,5.694808,-1.399
0.06,5.702822,-1.403
0.06,5.710824,-1.407
0.06,5.726786,-1.414
0.06,5.734751,-1.418
0.06,5.742713,-1.422
0.06,5.75067,-1.426
0.06,5.766585,-1.433
0.06,5.774548,-1.437
0.06,5.782524,-1.441
0.06,5.79051,-1.444
0.06,5.806546,-1.452
0.06,5.814606,-1.455
0.06,5.822703,-1.459
0.06,5.830839,-1.462
0.06,5.839026,-1.466
0.06,5.855578,-1.473
0.06,5.863963,-1.476
0.06,5.872438,-1.479
0.06,5.881018,-1.483
0.06,5.889711,-1.486
0.06,5.907521,-1.492
0.06,5.916682,-1.495
0.06,5.926042,-1.498
0.06,5.935641,-1.501
0.06,5.945515,-1.504
0.06,5.955713,-1.509
0.06,5.966334,-1.513
0.06,5.977448,-1.517
0.06,5.989077,-1.521
0.06,6.000569,-1.525
0.06,6.011913,-1.529
0.06,6.023104,-1.532
0.06,6.034143,-1.535
0.06,6.045022,-1.538
0.06,6.055738,-1.541
0.06,6.066289,-1.543
0.06,6.076673,-1.545
0.06,6.08689,-1.547
0.06,6.096941,-1.549
0.06,6.108704,-1.551
0.06,6.122412,-1.553
0.06,6.138309,-1.555
0.06,6.156646,-1.557
0.06,6.177678,-1.56
0.06,6.198984,-1.562
0.06,6.218541,-1.564
0.06,6.236613,-1.566
0.06,6.253408,-1.568
0.06,6.269083,-1.57
0.06,6.283758,-1.572
0.06,6.297542,-1.573
0.06,6.310517,-1.575
0.06,6.322759,-1.577
0.06,6.334331,-1.579
0.06,6.345289,-1.58
0.06,6.355683,-1.582
0.06,6.365553,-1.584
0.06,6.374941,-1.585
0.06,6.383876,-1.587
0.06,6.392396,-1.589
0.06,6.400524,-1.59
0.06,6.408287,-1.592
0.06,6.415709,-1.593
0.06,6.422811,-1.595
0.06,6.42961,-1.597
0.06,6.436128,-1.598
0.06,6.442376,-1.6
0.06,6.448375,-1.601
0.06,6.454136,-1.603
0.06,6.459671,-1.605
0.06,6.464993,-1.606
0.06,6.470115,-1.608
0.06,6.475045,-1.609
0.06,6.479794,-1.611
0.06,6.48437,-1.612
0.06,6.488782,-1.614
0.06,6.493038,-1.616
0.06,6.497147,-1.617
0.06,6.501114,-1.619
0.06,6.504946,-1.62
0.06,6.50865,-1.622
0.06,6.512229,-1.623
0.06,6.519044,-1.626
0.06,6.531423,-1.632
0.06,6.539745,-1.636
0.06,6.549741,-1.642
0.06,6.560731,-1.649
0.06,6.570323,-1.655
0.06,6.580319,-1.663
0.06,6.59029,-1.671
0.06,6.599923,-1.68
0.06,6.609017,-1.689
0.06,6.618989,-1.7
0.06,6.629553,-1.714
0.06,6.639361,-1.727
0.06,6.649008,-1.74
0.06,6.658974,-1.755
0.06,6.669118,-1.77
0.06,6.680539,-1.786
0.06,6.69,-1.799
0.06,6.69967,-1.812
0.06,6.709546,-1.825
0.06,6.719629,-1.838
0.06,6.729916,-1.851
0.06,6.740406,-1.864
0.06,6.751099,-1.877
0.06,6.761992,-1.89
0.06,6.769364,-1.899
0.06,6.78059,-1.912
0.06,6.79202,-1.925
0.06,6.799753,-1.934
0.06,6.811523,-1.947
0.06,6.819481,-1.956
0.06,6.83158,-1.969
0.06,6.839757,-1.978
0.06,6.852199,-1.992
0.06,6.860621,-2.001
0.06,6.869147,-2.011
0.06,6.882136,-2.025
0.06,6.890928,-2.034
0.06,6.89983,-2.043
0.06,6.91338,-2.057
0.06,6.922543,-2.067
0.06,6.931804,-2.076
0.06,6.941164,-2.085
0.06,6.950622,-2.095
0.06,6.960179,-2.104
0.06,6.969832,-2.113
0.06,6.979581,-2.123
0.06,6.989416,-2.132
0.06,6.999337,-2.141
0.06,7.00934,-2.151
0.06,7.019424,-2.16
0.06,7.029587,-2.169
0.06,7.039822,-2.179
0.06,7.050136,-2.188
0.06,7.060524,-2.197
0.06,7.070979,-2.207
0.06,7.081513,-2.216
0.06,7.092113,-2.225
0.06,7.102783,-2.235
0.06,7.113522,-2.244
0.06,7.124335,-2.254
0.06,7.129764,-2.259
0.06,7.140678,-2.268
0.06,7.151655,-2.277
0.06,7.162699,-2.287
0.06,7.173807,-2.296
0.06,7.179385,-2.301
0.06,7.190589,-2.311
0.06,7.201823,-2.32
0.06,7.213151,-2.33
0.06,7.224543,-2.339
0.06,7.230262,-2.344
0.06,7.241751,-2.353
0.06,7.253302,-2.363
0.06,7.259104,-2.368
0.06,7.270758,-2.377
0.06,7.282477,-2.387
0.06,7.294261,-2.397
0.06,7.300176,-2.401
0.06,7.311972,-2.411
0.06,7.323912,-2.421
0.06,7.329902,-2.425
0.06,7.341929,-2.435
0.06,7.35401,-2.445
0.06,7.360071,-2.45
0.06,7.372231,-2.46
0.06,7.384438,-2.469
0.06,7.390561,-2.474
0.06,7.402839,-2.484
0.06,7.408998,-2.489
0.06,7.421351,-2.499
0.06,7.433755,-2.509
0.06,7.439981,-2.515
0.06,7.452486,-2.525
0.06,7.465056,-2.536
0.06,7.471365,-2.541
0.06,7.484036,-2.552
0.06,7.4904,-2.557
0.06,7.503176,-2.568
0.06,7.509591,-2.573
0.06,7.522477,-2.584
0.06,7.535435,-2.595
0.06,7.54194,-2.6
0.06,7.555006,-2.611
0.06,7.561566,-2.616
0.06,7.574737,-2.627
0.06,7.581351,-2.633
0.06,7.594633,-2.643
0.06,7.6013,-2.649
0.06,7.614687,-2.66
0.06,7.621406,-2.665
0.06,7.634894,-2.677
0.06,7.64166,-2.682
0.06,7.65524,-2.693
0.06,7.662051,-2.699
0.06,7.67571,-2.71
0.06,7.682553,-2.716
0.06,7.689407,-2.721
0.06,7.70314,-2.733
0.06,7.71002,-2.738
0.06,7.723806,-2.75
0.06,7.730721,-2.757
0.06,7.744607,-2.77
0.06,7.751579,-2.776
0.06,7.765578,-2.789
0.06,7.772605,-2.796
0.06,7.77965,-2.802
0.06,7.793792,-2.815
0.06,7.80089,-2.821
0.06,7.815137,-2.834
0.06,7.822271,-2.841
0.06,7.829438,-2.847
0.06,7.843825,-2.86
0.06,7.851045,-2.867
0.06,7.865536,-2.88
0.06,7.872808,-2.887
0.06,7.880096,-2.893
0.06,7.894724,-2.906
0.06,7.902063,-2.913
0.06,7.90942,-2.919
0.06,7.924179,-2.932
0.06,7.931582,-2.939
0.06,7.938994,-2.945
0.06,7.953829,-2.957
0.06,7.961252,-2.963
0.06,7.97608,-2.975
0.06,7.983491,-2.981
0.06,7.990896,-2.988
0.06,8.005695,-3.0
0.06,8.013094,-3.006
0.06,8.020486,-3.013
0.06,8.035262,-3.025
0.06,8.042658,-3.032
0.06,8.050051,-3.038
0.06,8.064836,-3.051
0.06,8.072239,-3.058
0.06,8.079648,-3.064
0.06,8.094475,-3.078
0.06,8.101479,-3.084
0.06,8.114317,-3.096
0.06,8.120242,-3.101
0.06,8.131266,-3.111
0.06,8.141365,-3.12
0.06,8.150698,-3.129
0.06,8.159381,-3.138
0.06,8.171393,-3.149
0.06,8.182389,-3.16
0.06,8.189246,-3.167
0.06,8.202006,-3.179
0.06,8.210864,-3.188
0.06,8.219202,-3.197
0.06,8.229623,-3.207
0.06,8.239362,-3.217
0.06,8.250722,-3.228
0.06,8.259252,-3.237
0.06,8.269314,-3.247
0.06,8.280631,-3.259
0.06,8.289515,-3.268
0.06,8.29961,-3.279
0.06,8.309168,-3.289
0.06,8.319726,-3.3
0.06,8.329729,-3.311
0.06,8.339249,-3.321
0.06,8.349608,-3.332
0.06,8.359479,-3.343
0.06,8.370072,-3.354
0.06,8.379088,-3.364
0.06,8.38989,-3.376
0.06,8.399218,-3.386
0.06,8.409196,-3.398
0.06,8.419751,-3.41
0.06,8.429007,-3.42
0.06,8.439738,-3.433
0.06,8.449253,-3.444
0.06,8.459317,-3.455
0.06,8.469088,-3.466
0.06,8.479377,-3.478
0.06,8.489392,-3.49
0.06,8.499159,-3.501
0.06,8.509434,-3.513
0.06,8.519479,-3.525
0.06,8.529323,-3.536
0.06,8.538984,-3.547
0.06,8.549159,-3.559
0.06,8.55917,-3.571
0.06,8.569038,-3.582
0.06,8.579427,-3.594
0.06,8.589056,-3.606
0.06,8.599226,-3.618
0.06,8.60931,-3.63
0.06,8.619324,-3.644
0.06,8.629283,-3.658
0.06,8.639202,-3.673
0.06,8.649092,-3.687
0.06,8.659584,-3.703
0.06,8.669456,-3.718
0.06,8.679339,-3.732
0.06,8.689241,-3.745
0.06,8.699178,-3.758
0.06,8.70916,-3.771
0.06,8.719201,-3.783
0.06,8.729316,-3.796
0.06,8.739519,-3.809
0.06,8.749175,-3.822
0.06,8.759589,-3.835
0.06,8.769472,-3.848
0.06,8.779485,-3.88
0.06,8.789627,-3.915
0.06,8.799204,-3.948
0.06,8.809577,-3.982
0.06,8.819354,-4.013
0.06,8.829462,-4.044
0.06,8.840134,-4.061
0.06,8.85278,-4.077
0.06,8.865605,-4.093
0.06,8.873799,-4.104
0.06,8.883433,-4.116
0.06,8.894717,-4.131
0.06,8.907459,-4.147
0.06,8.920307,-4.164
0.06,8.933243,-4.188
0.06,8.946575,-4.214
0.06,8.960329,-4.241
0.06,8.974521,-4.267
0.06,8.988875,-4.289
0.06,9.002771,-4.303
0.06,9.016231,-4.317
0.06,9.02929,-4.33
0.06,9.041969,-4.343
0.06,9.054287,-4.356
0.06,9.066266,-4.368
0.06,9.077924,-4.38
0.06,9.089273,-4.392
0.06,9.100336,-4.403
0.06,9.111125,-4.414
0.06,9.121652,-4.425
0.06,9.13193,-4.436
0.06,9.141967,-4.447
0.06,9.15178,-4.457
0.06,9.161377,-4.467
0.06,9.170766,-4.477
0.06,9.179957,-4.487
0.06,9.188954,-4.497
0.06,9.197771,-4.506
0.06,9.206413,-4.515
0.06,9.214886,-4.524
0.06,9.223197,-4.533
0.06,9.23135,-4.542
0.06,9.239355,-4.551
0.06,9.247214,-4.555
0.06,9.254935,-4.559
0.06,9.26252,-4.563
0.06,9.269975,-4.567
0.06,9.277302,-4.571
0.06,9.28451,-4.575
0.06,9.2916,-4.579
0.06,9.298576,-4.583
0.06,9.305442,-4.587
0.06,9.312199,-4.591
0.06,9.318854,-4.595
0.06,9.325409,-4.598
0.06,9.331866,-4.602
0.06,9.344498,-4.61
0.06,9.35068,-4.614
0.06,9.362786,-4.621
0.06,9.374561,-4.628
0.06,9.380332,-4.632
0.06,9.39165,-4.639
0.06,9.402677,-4.646
0.06,9.413434,-4.654
0.06,9.42393,-4.661
0.06,9.429085,-4.664
0.06,9.439213,-4.671
0.06,9.449111,-4.678
0.06,9.463547,-4.689
0.06,9.472911,-4.695
0.06,9.482077,-4.702
0.06,9.491055,-4.709
0.06,9.499851,-4.716
0.07,5.692913,-1.324
0.07,5.702043,-1.327
0.07,5.711179,-1.331
0.07,5.720331,-1.335
0.07,5.729504,-1.338
0.07,5.747941,-1.346
0.07,5.757221,-1.349
0.07,5.766556,-1.353
0.07,5.775955,-1.356
0.07,5.785436,-1.36
0.07,5.795011,-1.363
0.07,5.804692,-1.366
0.07,5.814505,-1.37
0.07,5.824466,-1.373
0.07,5.834603,-1.376
0.07,5.844942,-1.379
0.07,5.855521,-1.382
0.07,5.86638,-1.385
0.07,5.87756,-1.388
0.07,5.889122,-1.391
0.07,5.901133,-1.394
0.07,5.913582,-1.397
0.07,5.925822,-1.4
0.07,5.937853,-1.402
0.07,5.949675,-1.404
0.07,5.961287,-1.406
0.07,5.97269,-1.408
0.07,5.983886,-1.41
0.07,5.994876,-1.411
0.07,6.005665,-1.413
0.07,6.016252,-1.414
0.07,6.026644,-1.415
0.07,6.036852,-1.417
0.07,6.048791,-1.419
0.07,6.062702,-1.421
0.07,6.078826,-1.423
0.07,6.097417,-1.426
0.07,6.118721,-1.428
0.07,6.138719,-1.43
0.07,6.157151,-1.433
0.07,6.174249,-1.434
0.07,6.190183,-1.436
0.07,6.205091,-1.438
0.07,6.219084,-1.44
0.07,6.232256,-1.442
