cname,Teff_reso_bay,Teff_err_reso_bay,logg_reso_bay,logg_err_reso_bay,feh_reso_bay,feh_err_reso_bay,mgfe_reso_bay,mgfe_err_reso_bay,tife_reso_bay,tife_err_reso_bay,mnfe_reso_bay,mnfe_err_reso_bay,mass_wa_bay,mass_err_wa_bay,lum_wa_bay,lum_err_wa_bay,ges_field,GAL_R,GAL_Z,GAL_L,GAL_B,V_R,V_R_ERR,V_PHI,V_PHI_ERR,r_hi_photogeo,r_lo_photogeo,snr,Cat
00040342-0104533,4998.041908491353,7.961201937008652,2.4181836216076844,0.0208719126385367,-1.3927446439158595,0.0056702163375622,0.2087259057642402,0.0208615916756813,0.4050572507700822,0.0142392529534379,-0.4708707815493037,0.0336821794960429,0.7814325859834915,0.0189245845994751,45.89316403951389,2.618210360189319,GES_MW_00_01,9116.44523305458,-5883.43945483003,97.38624391085456,-61.58060223994565,-149.97148128201366,49.78089086116584,9.384010663285816,18.64013689557112,7499.494,4713.639,83.2628,Halo
00040460-0109251,5223.956842464486,6.630062666915441,4.501123022549265,0.0110415058927774,0.1417579981122387,0.0063303347691002,-0.055887692598912,0.0111061843781376,0.031718763719753,0.0133415595221544,-0.0524393495294208,0.011563013330828,0.8794588099719417,0.0018319079434063,0.5087815274214722,0.0141174856577938,GES_MW_00_01,8177.800886485223,-650.1491163180634,97.33476737785452,-61.65219559678852,-13.066323797082037,0.4646585972109976,216.70587015550925,1.5507417273981017,782.6105,744.17413,50.9375,Thin_disc
00040478-3656202,5745.409253758521,10.460871239935129,4.025467017139778,0.0140939438951048,-0.1800408122689396,0.0061268086950016,0.0793180610543047,0.0131945262963861,0.1557883725427983,0.0131292962917656,-0.1884818410340559,0.0121536981686529,1.047788569614679,0.0098058244773826,2.652887103597971,0.1093800873956475,GES_MW_00_01,7840.863318701755,-1156.9657920772045,345.56233786368284,-75.98749511648666,-2.3755261862595822,0.5387976051471186,213.4078350298752,1.3190058107387836,1249.3082,1181.6027,70.3442,Thin_disc
00040489-0056005,5005.59486011083,0.446472166941453,3.3042149228032875,0.0016634812283822,-0.7008346023139262,0.0057115631993256,0.2822717427138141,0.011314025478712,0.3641434069856562,0.0105975438501465,-0.2982452518243198,0.0112577984885354,0.8571457796056038,0.0002291880969015,6.5756831619143785,0.0227310807139842,GES_MW_00_01,8306.487556231034,-1740.873068953115,97.51693061636988,-61.44622843254985,34.382333372930034,3.326279734239607,211.4729941047124,2.0615631719295227,2101.3674,1904.4044,75.5339,Thick_disc
00040552-0049474,5743.819301477981,21.715545412510995,4.34973026263954,0.0231505753497133,-0.5125501471324494,0.0091385786704542,0.1338228931398582,0.0175274267367221,0.2539793691694645,0.0247632976954745,-0.3184685829488482,0.0296795237024914,0.8255204165035682,0.0097664651317945,0.9896869331556156,0.0451479221834437,GES_MW_00_01,8224.110571273117,-1063.150828226935,97.60456809466996,-61.3514240803031,-20.00545599043817,0.7316325073270131,181.83726174952005,1.3997936544573413,1291.7091,1188.6495,50.9215,Thick_disc
00043235-0101385,5151.361141177064,8.470172518213662,3.610714073721371,0.0163743219127779,-0.5024263304425212,0.0063109774468209,0.19416610490821,0.0115991804750504,0.3461076789650377,0.0115679062649368,-0.1460904248880354,0.0118858263829703,1.0094956521571017,0.0177005704053442,4.2941060181854285,0.223969746129246,GES_MW_00_01,8324.362816439907,-1862.9833022782936,97.66369037987332,-61.57662095063744,-83.15347709902551,6.514226821320161,185.31027072190216,3.786516611288872,2263.288,2009.3911,69.6033,Thick_disc
00043350-0054556,5565.143342120049,1.0815450291693078,4.33101758185146,0.0102473171505062,-0.1974935189897628,0.0083403694646892,0.1601730289486836,0.0135560473818853,0.2828483919150147,0.0162201213572798,-0.252660879307178,0.0158724978678644,0.878749717317436,0.0004507612444561,0.9686291295792384,0.0230187029756115,GES_MW_00_01,8227.972967274975,-1088.4039471882045,97.76201725810108,-61.47488261386712,18.86540127956553,1.6942018127602796,136.05319726212986,7.378968978069742,1326.4623,1210.1704,52.6101,Thick_disc
00093546-0332078,5143.178419649926,5.8380177358763685,4.511452532113498,0.0062361669748617,-0.3532928251214873,0.0063417375036046,0.0767367954025277,0.0103224474690622,0.2227147842412293,0.0134096983023117,-0.1048652408080403,0.0102794246450585,0.7665822549448089,0.0193719796421658,0.4069175148747537,0.016518980111024,GES_MW_00_01,8164.081794407329,-518.5405280526916,98.15654672075276,-64.37537406972109,-4.751063454363029,0.4399369977387283,198.9292214450439,1.5756498209492025,610.20044,587.26733,59.4508,Thin_disc
00104194-0335485,5472.192089556506,4.959845803237653,4.406990447018687,0.0064782348094752,-0.3192175708300815,0.0067497871381305,0.1671839273799875,0.0108721169558405,0.3015068810555752,0.0137729328724437,-0.1911581719739616,0.0131484760785355,0.8189821985115792,4.669865859248025e-05,0.7084072680413463,0.0130140403166964,GES_MW_00_01,8180.904703883277,-679.8995161494552,98.69962963446136,-64.53458199969366,-53.18078790636272,1.8134467218235053,163.60429610389215,3.076997801610725,796.3509,750.0513,60.3646,Thick_disc
00104211-0338089,5209.524721697076,7.18635272905415,4.485198059624325,0.0046285354556766,-0.114593565803363,0.0070761404280659,-0.0039368034069181,0.0115391312285534,0.1266214835098718,0.0138384645037109,-0.1284565071088279,0.0117019114087495,0.7992763106964295,0.0001119946772498,0.4742709310196232,0.0076595432435493,GES_MW_00_01,8180.142407425449,-674.7774802061432,98.6679187592786,-64.57113123089846,-74.02051582560662,2.723185503945307,225.6388933630649,1.2564239446703875,796.65533,748.72784,51.4117,Thin_disc
00105745-0334306,5938.572204194449,21.36459269068996,4.329639738849855,0.0287084324415166,-0.5670922996801329,0.0097606340889378,0.0798232725007572,0.0205494744956217,0.182309913058585,0.032158738325151,-0.369379174294466,0.0590353114035227,0.8751920786453824,0.012140097253189,1.2565767802759242,0.0743003838227543,GES_MW_00_01,8217.708828901148,-1040.502374706938,98.85766861936312,-64.53796913584408,-48.70308342454409,2.3147272402189047,203.8279386426896,1.2521836171006409,1235.5425,1121.3123,51.1015,Thin_disc
00183119-5736592,5628.650883342056,1.0914721968327858,4.322935296884956,0.0034796388732794,0.1733250130259884,0.0048345771284144,-0.0048054715025893,0.0098844877503703,0.0385512394655204,0.0100223348354943,-0.0855426662368875,0.0084082269508261,1.0389246615510983,0.000371715491729,1.2205547907383911,0.00879489698858,GES_MW_00_01,7791.031576577525,-840.0672348863463,311.48264854705343,-58.96198038365951,58.56095721727255,2.0524716189432635,213.2573052219045,1.252095458182513,1021.31964,985.51196,69.7539,Thin_disc
00183164-5729297,5332.328443553944,3.781898735979145,4.43986054611065,0.0030340807371893,-0.207415799458531,0.0066047682333379,0.1452208782418559,0.0118484180583227,0.3000371129186459,0.0120921982124567,-0.1046518204790996,0.0115225700617549,0.8203647719326186,0.0048516881605575,0.5930932305520313,0.0077279761233202,GES_MW_00_01,7825.006673928276,-751.9761442542899,311.54079107053155,-59.08320640879385,59.82418959044988,1.8380640410892293,280.49901407638225,1.3895084873171613,914.8544,883.5749,52.8946,Thick_disc
00183341-5737434,6205.772845687305,16.364274779315295,4.2872131604035975,0.0255847284689682,-0.3873771260735035,0.0081075403108303,0.2179409994380741,0.0175791953644884,0.2159906676037279,0.024070945088859,-0.4036941001932568,0.0506497682713958,1.0846891318721366,0.0131898397256612,2.048069616740781,0.1250640351944441,GES_MW_00_01,7623.15821071404,-1298.507620378501,311.4674623747191,-58.9513056536947,53.28348835996494,3.0503741988540822,247.42765961473907,1.1829723606941986,1607.9934,1481.4203,60.1043,Thick_disc
00184243-3700100,5156.772298281699,10.29579855115482,3.353549967945954,0.0201103408520969,-0.9266256712367452,0.008290536556641,0.3261696876862914,0.0165445323025207,0.4250993985967389,0.0178666442360483,-0.4913686059132451,0.0222574439727022,0.8626555251415043,0.0201920291549076,6.660122114621028,0.3241400593499313,GES_MW_00_01,7678.137380422545,-2301.228359366686,335.9066909007844,-77.94559210633118,-26.60149195175852,0.2083393619847418,-33.11591814642297,26.76209067896917,2535.8064,2211.8787,61.6253,Halo
