cname,Teff_reso_bay,Teff_err_reso_bay,logg_reso_bay,logg_err_reso_bay,feh_reso_bay,feh_err_reso_bay,mgfe_reso_bay,mgfe_err_reso_bay,tife_reso_bay,tife_err_reso_bay,mnfe_reso_bay,mnfe_err_reso_bay,mass_wa_bay,mass_err_wa_bay,lum_wa_bay,lum_err_wa_bay,ges_field,GAL_R,GAL_Z,GAL_L,GAL_B,V_R,V_R_ERR,V_PHI,V_PHI_ERR,r_hi_photogeo,r_lo_photogeo,snr,Cat
04202401-4647117,5472.397059342924,3.7716176834622464,4.417468449117182,0.0046330938568442,-0.1351248732715748,0.0061392543780849,-0.0268974587035759,0.0106981294433987,0.1407300244908157,0.0125339452374569,-0.075011642771068,0.0101303561273777,0.8590626557430062,0.0004182449204625,0.72541320281056,0.0096660187382133,GES_MW_04_05,8291.245441651508,-502.40313042458666,253.13093524926185,-44.86862948951484,16.1129674319157,0.901808596002321,241.1162308711721,1.894654965772368,750.4195,734.4487,65.322,Thin_disc
04283103-3504520,5513.380948757421,1.8256008668747536,4.282485806649882,0.0098333698388177,0.0376823664475094,0.0054033050310097,-0.0220472092256078,0.0100458501579783,-0.0099296239561507,0.0117192096418171,-0.1215156964223656,0.0087593420142034,0.9186206463261436,5.3783453935395535e-05,1.0906892540172453,0.023229011642838,GES_MW_04_05,8443.61076677829,-509.10814864127445,236.7756108111932,-43.423210431507854,58.34881998128138,1.8703082838290923,198.21016442509617,1.6577766940446153,786.3619,757.25885,69.7264,Thin_disc
04291718-3004096,5608.322785693576,25.496381406356683,4.336142604733606,0.0124369648986582,0.2493735094462841,0.0036694618868314,-0.0178866508513196,0.0078463031463131,0.0617359418547328,0.0074982527791427,-0.0526184765377215,0.0067671964796798,1.04596979502696,0.0096024348551599,1.1747857015583274,0.0062577643509782,GES_MW_04_05,8498.414996983327,-498.2534463088238,230.02541400513147,-42.5434647937586,13.95978239791281,1.5460785178189695,236.90480910494207,1.5486305567038283,779.85175,756.1399,86.4744,Thin_disc
04293309-3000113,5142.3850703455455,8.419164001640414,3.489649983018998,0.0157241205529684,-0.5794677980656884,0.0066479669708224,0.1674544976692527,0.0140990485338032,0.318972955762103,0.0127095746664166,-0.1910003441653145,0.0134437454575221,0.9889202281244274,0.0165594179250433,5.518443449231481,0.2464067509393654,GES_MW_04_05,9171.667290660116,-1360.9217339589875,229.95152603865367,-42.4748464365913,-107.90508589886656,4.153142297648003,185.998961768572,4.952983478610222,2136.8691,1974.8127,63.4839,Thick_disc
04300774-2959338,5101.876338410298,5.261753851434153,4.50846449259297,0.002824875750583,-0.1426234281964888,0.0068540136272694,-0.0080328188473449,0.0116014845167173,0.1630222477179032,0.0126369753698822,-0.0597743042157001,0.0116389294661916,0.7793559038949404,1.265971178089423e-05,0.4031763024033655,0.0042691310755251,GES_MW_04_05,8459.50738919082,-442.2962782135879,229.9691210505649,-42.350052574445705,56.278052224449446,1.7930359482298128,224.99102397445915,1.5627004855752105,699.743,678.97925,50.7236,Thin_disc
04300976-6027016,5269.352907838948,11.53331380854823,3.234148925939624,0.0244495315599818,-1.1699694775399094,0.0077159734466525,0.2033384953917009,0.019348909524607,0.4072125587342471,0.0185164254652742,-0.5713222675209229,0.0497134676388048,0.9678989367218058,0.0331867409020609,10.738776590540157,0.8089720903105667,GES_MW_04_05,8349.071211003526,-1737.4428905137463,270.9412607113656,-40.57366307687203,-20.02826954102981,1.0630834760896035,149.34168472748743,3.58760034926273,2836.3582,2599.833,71.6305,Thick_disc
04301210-5014471,5503.506498610459,8.717203834238687,4.472956540147538,0.0080853690781186,-0.4060647200282417,0.0082473768514263,0.0363924968908577,0.0149170546603615,0.1734266061878088,0.0194784586516901,-0.2279258825701999,0.017318383673422,0.7797084214734205,0.0031848438877691,0.5928026530688787,0.0127967325136524,GES_MW_04_05,8311.877421177463,-657.000692568898,257.5914799797801,-42.80568899995448,25.687268216286363,1.4831294303178095,212.5944728035945,2.0033750498817446,1025.2045,974.22986,52.2162,Thin_disc
04303204-5013064,5508.955133441467,8.090593793258462,4.382606367963789,0.0053894452381033,-0.0012128851247519,0.0042064758107577,-0.0256279809887327,0.0077715665212156,0.0817111898072687,0.0086801756901057,-0.1018915074387727,0.0072550935323591,0.9189801640204376,0.000764364926009,0.8635133289251092,0.0068896868220497,GES_MW_04_05,8268.300108924188,-516.5517796244799,257.543555408384,-42.757008977106565,-19.93976090430142,0.7469361598960804,199.37195458554635,2.0611896889538337,802.53503,782.83795,90.3313,Thin_disc
04304327-5003022,5897.099149410744,8.281049586380373,4.274537856474987,0.0173522476895831,-0.0771154930492148,0.0082083558029836,-0.0374709493699998,0.0178760982161811,0.1428740878277266,0.0177667551727842,-0.2009664133465682,0.016271499711012,1.0383252416155777,0.0032214473727234,1.6440366800705717,0.0594379952570458,GES_MW_04_05,8521.323379571102,-1219.5623945787336,257.31153396003725,-42.750506937100994,-3.945631514060169,1.2864418359609584,239.54930586974984,2.6413097211631715,1896.0392,1758.6567,55.1119,Thin_disc
04305037-5003479,4961.658908647138,5.300173441819971,4.522075874869339,0.0024947302889775,-0.0407179005420847,0.0064830423798025,0.0045685510955359,0.0111132507909549,0.1651802545683705,0.0113552451962638,-0.0638295092724685,0.011841112601581,0.7794265077568093,1.3397478829292884e-05,0.3495486058236412,0.0034902611674591,GES_MW_04_05,8278.878260576053,-542.9672965410311,257.325127823945,-42.72995905176205,52.39384915315434,1.5972449541015177,162.96918644400236,2.117950515087361,847.6873,818.8239,51.6678,Thin_disc
