C/H,N/H,Mg/H,Si/H,O/H,Fe/H,S/H,He/H,mass,name
0.0002567746558764129,6.452785588604363e-05,3.578329974837412e-05,3.092745052704831e-05,0.0004677319075560051,3.0090485228758573e-05,1.2600142650571963e-05,0.08015305179974999,0.8194305318437544,15105013-0505452
0.00023937930798346204,6.015615241879679e-05,3.3832317210926563e-05,2.883170123885512e-05,0.00043605140950222116,2.7978759501311132e-05,1.1746236196700288e-05,0.08007195308678516,0.901914163384329,21524032-0325166
0.00011105411159305749,2.79087569336552e-05,1.5645052208563953e-05,1.3375601571371672e-05,0.00020228655775197612,1.2616315019399778e-05,5.449260388349034e-06,0.07946738827306406,0.679997,05592931-4225260
0.00011918303870170284,2.9952879425769895e-05,1.8440032094575566e-05,1.4356238617192534e-05,0.00021710550315461502,1.3576400491756053e-05,5.848574714898344e-06,0.07950876041572114,1.0586054556153204,05401935-4705065
0.00022320913305662196,5.609347538097742e-05,3.8403776256764676e-05,2.688421534516446e-05,0.00040658882970225367,2.6021714870188206e-05,1.0953002355411307e-05,0.08000867730712724,0.8523383508919938,00005869-5945595
0.0003011335154508052,7.56752405255422e-05,5.060071547684885e-05,3.6271163976833345e-05,0.0005485323609240492,3.5497430774820494e-05,1.4776838550974435e-05,0.0803786149568204,0.7994915115156395,15094191-0728494
0.000320538697170068,8.055228280771527e-05,4.3899017296360166e-05,3.860778433407537e-05,0.0005838821309272663,3.787188083070581e-05,1.5728931770476354e-05,0.08045235175365222,1.221130336436425,14491994-3408590
0.00034024464010210713,8.550646439310546e-05,5.817967597163511e-05,4.0982435529108344e-05,0.000619787770062737,4.028973149029698e-05,1.669589350478955e-05,0.08056722874197773,1.1018517184938437,18131486-4231100
0.00016929530171246702,4.254186887101676e-05,2.5813111368997214e-05,2.0390598407996928e-05,0.000308365437206638,1.9535459703094074e-05,8.307417083323074e-06,0.07974514339418838,0.7394743339428594,03202582-4653586
0.0003054574268594356,7.676047537334775e-05,4.703233557867929e-05,3.679049409231101e-05,0.0005563989036729374,3.602554909488873e-05,1.4989135298450207e-05,0.08039109220413888,0.8393520227153103,21382757-5458158
0.00033053473050936746,8.306325236563311e-05,4.045950045411684e-05,3.981132550829177e-05,0.0006020863128597679,3.909725003362145e-05,1.6219513479141163e-05,0.08049036104123562,0.9589973537921668,16184745-6458191
0.00018248173104285273,4.585781566390077e-05,2.4172956258305953e-05,2.1979382945549085e-05,0.0003323903180763687,2.111576541295991e-05,8.954197032500493e-06,0.07980063365559761,0.9153906829200714,01395881-0110180
